 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 412788 Tunas do Paraná
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";286;272;558
"De 5 a 9 anos";319;309;628
"De 10 a 14 anos";280;268;548
"De 15 a 19 anos";261;246;507
"De 20 a 24 anos";267;203;470
"De 25 a 29 anos";230;179;409
"De 30 a 34 anos";167;150;317
"De 35 a 39 anos";131;136;267
"De 40 a 44 anos";130;113;243
"De 45 a 49 anos";123;112;235
"De 50 a 54 anos";104;84;188
"De 55 a 59 anos";78;66;144
"De 60 a 64 anos";64;54;118
"De 65 a 69 anos";46;41;87
"De 70 a 74 anos";34;38;72
"De 75 a 79 anos";31;25;56
"De 80 anos ou mais";27;13;40
"Total";2578;2309;4887
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

