 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 410500 Catanduvas
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";555;523;1078
"De 5 a 9 anos";636;619;1255
"De 10 a 14 anos";591;597;1188
"De 15 a 19 anos";639;544;1183
"De 20 a 24 anos";439;496;935
"De 25 a 29 anos";425;440;865
"De 30 a 34 anos";365;390;755
"De 35 a 39 anos";363;358;721
"De 40 a 44 anos";290;276;566
"De 45 a 49 anos";242;220;462
"De 50 a 54 anos";209;213;422
"De 55 a 59 anos";193;177;370
"De 60 a 64 anos";175;138;313
"De 65 a 69 anos";125;103;228
"De 70 a 74 anos";76;72;148
"De 75 a 79 anos";52;42;94
"De 80 anos ou mais";31;36;67
"Total";5406;5244;10650
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

