 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312245 Divisópolis
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";356;339;695
"De 5 a 9 anos";375;384;759
"De 10 a 14 anos";405;417;822
"De 15 a 19 anos";486;436;922
"De 20 a 24 anos";429;394;823
"De 25 a 29 anos";348;296;644
"De 30 a 34 anos";295;252;547
"De 35 a 39 anos";274;265;539
"De 40 a 44 anos";254;210;464
"De 45 a 49 anos";209;186;395
"De 50 a 54 anos";170;174;344
"De 55 a 59 anos";140;148;288
"De 60 a 64 anos";112;130;242
"De 65 a 69 anos";108;105;213
"De 70 a 74 anos";70;62;132
"De 75 a 79 anos";50;55;105
"De 80 anos ou mais";59;62;121
"Total";4140;3915;8055
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

