 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 220672 Nazária
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";377;359;736
"De 5 a 9 anos";364;346;710
"De 10 a 14 anos";383;364;747
"De 15 a 19 anos";401;357;758
"De 20 a 24 anos";385;352;737
"De 25 a 29 anos";304;316;620
"De 30 a 34 anos";332;339;671
"De 35 a 39 anos";324;312;636
"De 40 a 44 anos";279;278;557
"De 45 a 49 anos";213;207;420
"De 50 a 54 anos";213;241;454
"De 55 a 59 anos";212;209;421
"De 60 a 64 anos";142;161;303
"De 65 a 69 anos";122;166;288
"De 70 a 74 anos";97;106;203
"De 75 a 79 anos";65;79;144
"De 80 anos ou mais";64;101;165
"Total";4277;4293;8570
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

