 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150276 Cumaru do Norte
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";596;594;1190
"De 5 a 9 anos";563;512;1075
"De 10 a 14 anos";518;500;1018
"De 15 a 19 anos";454;389;843
"De 20 a 24 anos";479;423;902
"De 25 a 29 anos";512;392;904
"De 30 a 34 anos";514;359;873
"De 35 a 39 anos";447;270;717
"De 40 a 44 anos";428;237;665
"De 45 a 49 anos";393;176;569
"De 50 a 54 anos";286;129;415
"De 55 a 59 anos";207;85;292
"De 60 a 64 anos";152;44;196
"De 65 a 69 anos";85;30;115
"De 70 a 74 anos";41;12;53
"De 75 a 79 anos";17;6;23
"De 80 anos ou mais";11;7;18
"Total";5703;4165;9868
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

