 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 430222 Boa Vista do Cadeado
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";84;79;163
"De 5 a 9 anos";101;92;193
"De 10 a 14 anos";98;90;188
"De 15 a 19 anos";95;97;192
"De 20 a 24 anos";97;93;190
"De 25 a 29 anos";94;71;165
"De 30 a 34 anos";92;82;174
"De 35 a 39 anos";99;100;199
"De 40 a 44 anos";109;88;197
"De 45 a 49 anos";101;85;186
"De 50 a 54 anos";86;76;162
"De 55 a 59 anos";66;65;131
"De 60 a 64 anos";58;53;111
"De 65 a 69 anos";51;39;90
"De 70 a 74 anos";36;29;65
"De 75 a 79 anos";29;26;55
"De 80 anos ou mais";18;26;44
"Total";1314;1191;2505
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

