 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314550 Olímpio Noronha
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";106;99;205
"De 5 a 9 anos";112;107;219
"De 10 a 14 anos";105;87;192
"De 15 a 19 anos";117;108;225
"De 20 a 24 anos";108;109;217
"De 25 a 29 anos";97;83;180
"De 30 a 34 anos";89;74;163
"De 35 a 39 anos";84;80;164
"De 40 a 44 anos";85;79;164
"De 45 a 49 anos";80;64;144
"De 50 a 54 anos";65;56;121
"De 55 a 59 anos";44;50;94
"De 60 a 64 anos";40;42;82
"De 65 a 69 anos";37;33;70
"De 70 a 74 anos";26;22;48
"De 75 a 79 anos";20;18;38
"De 80 anos ou mais";24;23;47
"Total";1239;1134;2373
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

