 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520320 Barro Alto
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";424;407;831
"De 5 a 9 anos";418;404;822
"De 10 a 14 anos";391;369;760
"De 15 a 19 anos";446;386;832
"De 20 a 24 anos";496;464;960
"De 25 a 29 anos";539;496;1035
"De 30 a 34 anos";600;444;1044
"De 35 a 39 anos";513;458;971
"De 40 a 44 anos";496;424;920
"De 45 a 49 anos";427;375;802
"De 50 a 54 anos";351;282;633
"De 55 a 59 anos";273;223;496
"De 60 a 64 anos";212;174;386
"De 65 a 69 anos";135;119;254
"De 70 a 74 anos";101;74;175
"De 75 a 79 anos";61;60;121
"De 80 anos ou mais";67;58;125
"Total";5950;5217;11167
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

