 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431642 Sagrada Família
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";87;73;160
"De 5 a 9 anos";102;77;179
"De 10 a 14 anos";117;103;220
"De 15 a 19 anos";113;108;221
"De 20 a 24 anos";84;81;165
"De 25 a 29 anos";77;94;171
"De 30 a 34 anos";73;85;158
"De 35 a 39 anos";85;83;168
"De 40 a 44 anos";94;95;189
"De 45 a 49 anos";107;98;205
"De 50 a 54 anos";112;93;205
"De 55 a 59 anos";95;84;179
"De 60 a 64 anos";74;59;133
"De 65 a 69 anos";49;48;97
"De 70 a 74 anos";40;40;80
"De 75 a 79 anos";26;34;60
"De 80 anos ou mais";31;24;55
"Total";1366;1279;2645
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

