 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 292710 Rodelas
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";426;407;833
"De 5 a 9 anos";421;416;837
"De 10 a 14 anos";463;431;894
"De 15 a 19 anos";485;433;918
"De 20 a 24 anos";430;435;865
"De 25 a 29 anos";398;389;787
"De 30 a 34 anos";344;387;731
"De 35 a 39 anos";331;357;688
"De 40 a 44 anos";265;349;614
"De 45 a 49 anos";248;262;510
"De 50 a 54 anos";213;254;467
"De 55 a 59 anos";175;173;348
"De 60 a 64 anos";121;137;258
"De 65 a 69 anos";92;111;203
"De 70 a 74 anos";79;116;195
"De 75 a 79 anos";68;78;146
"De 80 anos ou mais";53;95;148
"Total";4612;4830;9442
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

