 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431417 Pedras Altas
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";89;85;174
"De 5 a 9 anos";121;101;222
"De 10 a 14 anos";103;102;205
"De 15 a 19 anos";104;104;208
"De 20 a 24 anos";93;80;173
"De 25 a 29 anos";88;77;165
"De 30 a 34 anos";97;88;185
"De 35 a 39 anos";101;90;191
"De 40 a 44 anos";100;81;181
"De 45 a 49 anos";93;59;152
"De 50 a 54 anos";75;57;132
"De 55 a 59 anos";71;47;118
"De 60 a 64 anos";49;36;85
"De 65 a 69 anos";36;25;61
"De 70 a 74 anos";20;28;48
"De 75 a 79 anos";12;20;32
"De 80 anos ou mais";11;12;23
"Total";1263;1092;2355
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

