 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 290080 Alcobaça
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1050;1008;2058
"De 5 a 9 anos";1086;1063;2149
"De 10 a 14 anos";1178;1192;2370
"De 15 a 19 anos";1100;1083;2183
"De 20 a 24 anos";1027;968;1995
"De 25 a 29 anos";877;902;1779
"De 30 a 34 anos";812;762;1574
"De 35 a 39 anos";713;683;1396
"De 40 a 44 anos";646;603;1249
"De 45 a 49 anos";540;497;1037
"De 50 a 54 anos";507;483;990
"De 55 a 59 anos";427;424;851
"De 60 a 64 anos";329;337;666
"De 65 a 69 anos";247;244;491
"De 70 a 74 anos";221;154;375
"De 75 a 79 anos";130;96;226
"De 80 anos ou mais";150;166;316
"Total";11040;10665;21705
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

