 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 130280 Maraã
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1481;1432;2913
"De 5 a 9 anos";1259;1197;2456
"De 10 a 14 anos";1239;1189;2428
"De 15 a 19 anos";1199;1104;2303
"De 20 a 24 anos";983;853;1836
"De 25 a 29 anos";732;671;1403
"De 30 a 34 anos";617;482;1099
"De 35 a 39 anos";434;371;805
"De 40 a 44 anos";381;315;696
"De 45 a 49 anos";262;212;474
"De 50 a 54 anos";217;152;369
"De 55 a 59 anos";162;103;265
"De 60 a 64 anos";125;114;239
"De 65 a 69 anos";97;73;170
"De 70 a 74 anos";61;44;105
"De 75 a 79 anos";37;23;60
"De 80 anos ou mais";29;23;52
"Total";9315;8358;17673
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

