 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 293250 Una
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";764;729;1493
"De 5 a 9 anos";745;706;1451
"De 10 a 14 anos";751;683;1434
"De 15 a 19 anos";758;736;1494
"De 20 a 24 anos";762;786;1548
"De 25 a 29 anos";715;718;1433
"De 30 a 34 anos";657;765;1422
"De 35 a 39 anos";697;691;1388
"De 40 a 44 anos";635;598;1233
"De 45 a 49 anos";529;559;1088
"De 50 a 54 anos";481;488;969
"De 55 a 59 anos";504;471;975
"De 60 a 64 anos";441;392;833
"De 65 a 69 anos";323;333;656
"De 70 a 74 anos";238;230;468
"De 75 a 79 anos";176;153;329
"De 80 anos ou mais";170;160;330
"Total";9346;9198;18544
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

