 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 270644 Paripueira
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";582;586;1168
"De 5 a 9 anos";557;564;1121
"De 10 a 14 anos";506;500;1006
"De 15 a 19 anos";507;519;1026
"De 20 a 24 anos";475;486;961
"De 25 a 29 anos";378;399;777
"De 30 a 34 anos";296;319;615
"De 35 a 39 anos";242;261;503
"De 40 a 44 anos";201;221;422
"De 45 a 49 anos";170;187;357
"De 50 a 54 anos";151;150;301
"De 55 a 59 anos";113;119;232
"De 60 a 64 anos";83;97;180
"De 65 a 69 anos";75;74;149
"De 70 a 74 anos";55;48;103
"De 75 a 79 anos";33;34;67
"De 80 anos ou mais";35;45;80
"Total";4459;4609;9068
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

