 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431070 Itatiba do Sul
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";106;87;193
"De 5 a 9 anos";122;96;218
"De 10 a 14 anos";145;129;274
"De 15 a 19 anos";158;142;300
"De 20 a 24 anos";148;127;275
"De 25 a 29 anos";126;101;227
"De 30 a 34 anos";99;97;196
"De 35 a 39 anos";105;106;211
"De 40 a 44 anos";125;131;256
"De 45 a 49 anos";159;159;318
"De 50 a 54 anos";193;153;346
"De 55 a 59 anos";183;142;325
"De 60 a 64 anos";139;126;265
"De 65 a 69 anos";104;88;192
"De 70 a 74 anos";69;73;142
"De 75 a 79 anos";41;60;101
"De 80 anos ou mais";47;65;112
"Total";2069;1882;3951
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

