 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314345 Montezuma
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";344;327;671
"De 5 a 9 anos";319;301;620
"De 10 a 14 anos";332;320;652
"De 15 a 19 anos";360;368;728
"De 20 a 24 anos";385;380;765
"De 25 a 29 anos";386;345;731
"De 30 a 34 anos";345;319;664
"De 35 a 39 anos";311;266;577
"De 40 a 44 anos";273;228;501
"De 45 a 49 anos";233;220;453
"De 50 a 54 anos";213;184;397
"De 55 a 59 anos";182;180;362
"De 60 a 64 anos";141;152;293
"De 65 a 69 anos";114;115;229
"De 70 a 74 anos";89;91;180
"De 75 a 79 anos";62;71;133
"De 80 anos ou mais";65;89;154
"Total";4154;3956;8110
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

