 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230810 Mauriti
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2100;1986;4086
"De 5 a 9 anos";2371;2265;4636
"De 10 a 14 anos";2517;2428;4945
"De 15 a 19 anos";2411;2338;4749
"De 20 a 24 anos";2110;2039;4149
"De 25 a 29 anos";1713;1705;3418
"De 30 a 34 anos";1521;1512;3033
"De 35 a 39 anos";1323;1334;2657
"De 40 a 44 anos";1167;1165;2332
"De 45 a 49 anos";931;1032;1963
"De 50 a 54 anos";741;885;1626
"De 55 a 59 anos";707;799;1506
"De 60 a 64 anos";592;643;1235
"De 65 a 69 anos";496;596;1092
"De 70 a 74 anos";371;443;814
"De 75 a 79 anos";259;313;572
"De 80 anos ou mais";354;367;721
"Total";21684;21850;43534
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

