 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 260370 Canhotinho
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1209;1137;2346
"De 5 a 9 anos";1304;1287;2591
"De 10 a 14 anos";1336;1256;2592
"De 15 a 19 anos";1282;1248;2530
"De 20 a 24 anos";1282;1192;2474
"De 25 a 29 anos";1082;971;2053
"De 30 a 34 anos";929;817;1746
"De 35 a 39 anos";788;741;1529
"De 40 a 44 anos";649;662;1311
"De 45 a 49 anos";580;595;1175
"De 50 a 54 anos";471;512;983
"De 55 a 59 anos";439;476;915
"De 60 a 64 anos";388;455;843
"De 65 a 69 anos";318;388;706
"De 70 a 74 anos";239;311;550
"De 75 a 79 anos";177;221;398
"De 80 anos ou mais";214;262;476
"Total";12687;12531;25218
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

