 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230837 Miraíma
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";644;615;1259
"De 5 a 9 anos";716;628;1344
"De 10 a 14 anos";748;710;1458
"De 15 a 19 anos";723;707;1430
"De 20 a 24 anos";636;578;1214
"De 25 a 29 anos";534;482;1016
"De 30 a 34 anos";461;437;898
"De 35 a 39 anos";400;388;788
"De 40 a 44 anos";361;346;707
"De 45 a 49 anos";350;314;664
"De 50 a 54 anos";279;264;543
"De 55 a 59 anos";229;227;456
"De 60 a 64 anos";207;196;403
"De 65 a 69 anos";162;149;311
"De 70 a 74 anos";143;143;286
"De 75 a 79 anos";101;108;209
"De 80 anos ou mais";107;121;228
"Total";6801;6413;13214
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

