 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 354440 Rubiácea
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";109;104;213
"De 5 a 9 anos";107;103;210
"De 10 a 14 anos";115;101;216
"De 15 a 19 anos";123;130;253
"De 20 a 24 anos";133;117;250
"De 25 a 29 anos";103;107;210
"De 30 a 34 anos";113;101;214
"De 35 a 39 anos";94;103;197
"De 40 a 44 anos";98;99;197
"De 45 a 49 anos";97;71;168
"De 50 a 54 anos";62;53;115
"De 55 a 59 anos";55;48;103
"De 60 a 64 anos";38;45;83
"De 65 a 69 anos";42;39;81
"De 70 a 74 anos";29;25;54
"De 75 a 79 anos";18;21;39
"De 80 anos ou mais";17;18;35
"Total";1353;1285;2638
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

