 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210800 Pastos Bons
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";993;973;1966
"De 5 a 9 anos";1003;902;1905
"De 10 a 14 anos";1012;1043;2055
"De 15 a 19 anos";1003;910;1913
"De 20 a 24 anos";912;744;1656
"De 25 a 29 anos";770;740;1510
"De 30 a 34 anos";642;617;1259
"De 35 a 39 anos";549;509;1058
"De 40 a 44 anos";462;497;959
"De 45 a 49 anos";454;453;907
"De 50 a 54 anos";334;370;704
"De 55 a 59 anos";304;335;639
"De 60 a 64 anos";277;304;581
"De 65 a 69 anos";213;228;441
"De 70 a 74 anos";177;178;355
"De 75 a 79 anos";129;132;261
"De 80 anos ou mais";133;139;272
"Total";9367;9074;18441
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

