 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 280560 Porto da Folha
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1627;1485;3112
"De 5 a 9 anos";1751;1564;3315
"De 10 a 14 anos";1628;1547;3175
"De 15 a 19 anos";1596;1511;3107
"De 20 a 24 anos";1360;1246;2606
"De 25 a 29 anos";1106;966;2072
"De 30 a 34 anos";890;828;1718
"De 35 a 39 anos";791;764;1555
"De 40 a 44 anos";633;631;1264
"De 45 a 49 anos";512;504;1016
"De 50 a 54 anos";437;455;892
"De 55 a 59 anos";396;392;788
"De 60 a 64 anos";317;315;632
"De 65 a 69 anos";231;260;491
"De 70 a 74 anos";181;193;374
"De 75 a 79 anos";133;142;275
"De 80 anos ou mais";199;175;374
"Total";13788;12978;26766
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

