 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 280040 Arauá
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";424;404;828
"De 5 a 9 anos";447;403;850
"De 10 a 14 anos";440;414;854
"De 15 a 19 anos";480;434;914
"De 20 a 24 anos";495;471;966
"De 25 a 29 anos";444;442;886
"De 30 a 34 anos";407;411;818
"De 35 a 39 anos";386;395;781
"De 40 a 44 anos";332;353;685
"De 45 a 49 anos";300;323;623
"De 50 a 54 anos";264;280;544
"De 55 a 59 anos";227;231;458
"De 60 a 64 anos";175;164;339
"De 65 a 69 anos";125;130;255
"De 70 a 74 anos";95;107;202
"De 75 a 79 anos";62;70;132
"De 80 anos ou mais";64;83;147
"Total";5167;5115;10282
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

