 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150410 Magalhães Barata
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";505;484;989
"De 5 a 9 anos";518;458;976
"De 10 a 14 anos";503;446;949
"De 15 a 19 anos";457;436;893
"De 20 a 24 anos";431;379;810
"De 25 a 29 anos";309;296;605
"De 30 a 34 anos";266;225;491
"De 35 a 39 anos";206;178;384
"De 40 a 44 anos";182;184;366
"De 45 a 49 anos";166;167;333
"De 50 a 54 anos";163;148;311
"De 55 a 59 anos";145;120;265
"De 60 a 64 anos";117;105;222
"De 65 a 69 anos";90;94;184
"De 70 a 74 anos";81;73;154
"De 75 a 79 anos";60;46;106
"De 80 anos ou mais";56;64;120
"Total";4255;3903;8158
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

