 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521525 Novo Planalto
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";144;134;278
"De 5 a 9 anos";178;147;325
"De 10 a 14 anos";198;197;395
"De 15 a 19 anos";173;174;347
"De 20 a 24 anos";166;158;324
"De 25 a 29 anos";155;151;306
"De 30 a 34 anos";155;171;326
"De 35 a 39 anos";183;152;335
"De 40 a 44 anos";163;138;301
"De 45 a 49 anos";127;112;239
"De 50 a 54 anos";111;91;202
"De 55 a 59 anos";85;73;158
"De 60 a 64 anos";69;60;129
"De 65 a 69 anos";53;46;99
"De 70 a 74 anos";44;30;74
"De 75 a 79 anos";32;15;47
"De 80 anos ou mais";24;25;49
"Total";2060;1874;3934
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

