 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431346 Novo Xingu
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";46;47;93
"De 5 a 9 anos";51;50;101
"De 10 a 14 anos";68;70;138
"De 15 a 19 anos";69;80;149
"De 20 a 24 anos";77;70;147
"De 25 a 29 anos";55;63;118
"De 30 a 34 anos";53;54;107
"De 35 a 39 anos";63;64;127
"De 40 a 44 anos";75;68;143
"De 45 a 49 anos";83;62;145
"De 50 a 54 anos";74;68;142
"De 55 a 59 anos";56;56;112
"De 60 a 64 anos";44;50;94
"De 65 a 69 anos";29;37;66
"De 70 a 74 anos";20;36;56
"De 75 a 79 anos";17;20;37
"De 80 anos ou mais";13;24;37
"Total";893;919;1812
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

