 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 310163 Alfredo Vasconcelos
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";248;236;484
"De 5 a 9 anos";269;258;527
"De 10 a 14 anos";266;262;528
"De 15 a 19 anos";262;260;522
"De 20 a 24 anos";255;250;505
"De 25 a 29 anos";244;231;475
"De 30 a 34 anos";227;224;451
"De 35 a 39 anos";228;207;435
"De 40 a 44 anos";191;185;376
"De 45 a 49 anos";159;156;315
"De 50 a 54 anos";126;130;256
"De 55 a 59 anos";110;100;210
"De 60 a 64 anos";93;75;168
"De 65 a 69 anos";65;64;129
"De 70 a 74 anos";36;51;87
"De 75 a 79 anos";35;28;63
"De 80 anos ou mais";22;22;44
"Total";2836;2739;5575
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

