 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 250933 Matinhas
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";188;178;366
"De 5 a 9 anos";203;193;396
"De 10 a 14 anos";199;202;401
"De 15 a 19 anos";227;225;452
"De 20 a 24 anos";202;202;404
"De 25 a 29 anos";184;171;355
"De 30 a 34 anos";157;165;322
"De 35 a 39 anos";138;135;273
"De 40 a 44 anos";141;134;275
"De 45 a 49 anos";127;128;255
"De 50 a 54 anos";122;115;237
"De 55 a 59 anos";76;89;165
"De 60 a 64 anos";70;67;137
"De 65 a 69 anos";56;75;131
"De 70 a 74 anos";42;55;97
"De 75 a 79 anos";40;49;89
"De 80 anos ou mais";41;59;100
"Total";2213;2242;4455
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

