 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 240490 Itaú
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";223;201;424
"De 5 a 9 anos";225;215;440
"De 10 a 14 anos";255;239;494
"De 15 a 19 anos";284;272;556
"De 20 a 24 anos";237;237;474
"De 25 a 29 anos";211;224;435
"De 30 a 34 anos";168;187;355
"De 35 a 39 anos";205;226;431
"De 40 a 44 anos";196;200;396
"De 45 a 49 anos";225;227;452
"De 50 a 54 anos";134;146;280
"De 55 a 59 anos";109;113;222
"De 60 a 64 anos";95;131;226
"De 65 a 69 anos";72;69;141
"De 70 a 74 anos";75;87;162
"De 75 a 79 anos";37;45;82
"De 80 anos ou mais";51;69;120
"Total";2802;2888;5690
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

