 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 432280 Veranópolis
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";634;638;1272
"De 5 a 9 anos";725;751;1476
"De 10 a 14 anos";785;839;1624
"De 15 a 19 anos";908;911;1819
"De 20 a 24 anos";846;839;1685
"De 25 a 29 anos";734;715;1449
"De 30 a 34 anos";746;796;1542
"De 35 a 39 anos";859;839;1698
"De 40 a 44 anos";754;781;1535
"De 45 a 49 anos";634;675;1309
"De 50 a 54 anos";555;562;1117
"De 55 a 59 anos";369;436;805
"De 60 a 64 anos";378;375;753
"De 65 a 69 anos";243;314;557
"De 70 a 74 anos";208;325;533
"De 75 a 79 anos";177;247;424
"De 80 anos ou mais";76;148;224
"Total";9631;10191;19822
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

