 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 280200 Divina Pastora
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";225;215;440
"De 5 a 9 anos";231;224;455
"De 10 a 14 anos";226;213;439
"De 15 a 19 anos";264;239;503
"De 20 a 24 anos";243;209;452
"De 25 a 29 anos";198;196;394
"De 30 a 34 anos";194;198;392
"De 35 a 39 anos";174;184;358
"De 40 a 44 anos";149;167;316
"De 45 a 49 anos";133;134;267
"De 50 a 54 anos";111;123;234
"De 55 a 59 anos";97;107;204
"De 60 a 64 anos";68;75;143
"De 65 a 69 anos";54;50;104
"De 70 a 74 anos";42;43;85
"De 75 a 79 anos";29;29;58
"De 80 anos ou mais";23;35;58
"Total";2461;2441;4902
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

