 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 220253 Caraúbas do Piauí
Período:2009
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";252;273;525
"De 5 a 9 anos";307;323;630
"De 10 a 14 anos";328;312;640
"De 15 a 19 anos";304;287;591
"De 20 a 24 anos";267;240;507
"De 25 a 29 anos";220;216;436
"De 30 a 34 anos";232;187;419
"De 35 a 39 anos";166;147;313
"De 40 a 44 anos";158;131;289
"De 45 a 49 anos";139;117;256
"De 50 a 54 anos";127;119;246
"De 55 a 59 anos";102;89;191
"De 60 a 64 anos";91;85;176
"De 65 a 69 anos";62;64;126
"De 70 a 74 anos";53;51;104
"De 75 a 79 anos";41;30;71
"De 80 anos ou mais";39;48;87
"Total";2888;2719;5607
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

