 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 251740 Zabelê
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";95;91;186
"De 5 a 9 anos";88;81;169
"De 10 a 14 anos";93;81;174
"De 15 a 19 anos";110;89;199
"De 20 a 24 anos";95;74;169
"De 25 a 29 anos";89;78;167
"De 30 a 34 anos";81;91;172
"De 35 a 39 anos";82;89;171
"De 40 a 44 anos";70;82;152
"De 45 a 49 anos";58;85;143
"De 50 a 54 anos";69;52;121
"De 55 a 59 anos";58;54;112
"De 60 a 64 anos";38;56;94
"De 65 a 69 anos";24;40;64
"De 70 a 74 anos";31;31;62
"De 75 a 79 anos";16;29;45
"De 80 anos ou mais";19;36;55
"Total";1116;1139;2255
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

