 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230990 Pacujá
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";224;215;439
"De 5 a 9 anos";231;209;440
"De 10 a 14 anos";232;221;453
"De 15 a 19 anos";264;246;510
"De 20 a 24 anos";303;273;576
"De 25 a 29 anos";262;273;535
"De 30 a 34 anos";242;242;484
"De 35 a 39 anos";226;217;443
"De 40 a 44 anos";196;208;404
"De 45 a 49 anos";169;200;369
"De 50 a 54 anos";177;205;382
"De 55 a 59 anos";144;165;309
"De 60 a 64 anos";98;127;225
"De 65 a 69 anos";88;114;202
"De 70 a 74 anos";82;100;182
"De 75 a 79 anos";51;72;123
"De 80 anos ou mais";61;109;170
"Total";3050;3196;6246
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

