 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314240 Moema
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";237;226;463
"De 5 a 9 anos";240;222;462
"De 10 a 14 anos";279;260;539
"De 15 a 19 anos";271;279;550
"De 20 a 24 anos";284;286;570
"De 25 a 29 anos";299;287;586
"De 30 a 34 anos";290;281;571
"De 35 a 39 anos";271;295;566
"De 40 a 44 anos";269;281;550
"De 45 a 49 anos";262;272;534
"De 50 a 54 anos";240;221;461
"De 55 a 59 anos";203;177;380
"De 60 a 64 anos";175;169;344
"De 65 a 69 anos";152;139;291
"De 70 a 74 anos";102;112;214
"De 75 a 79 anos";80;77;157
"De 80 anos ou mais";78;85;163
"Total";3732;3669;7401
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

