 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210725 Nova Colinas
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";255;255;510
"De 5 a 9 anos";293;276;569
"De 10 a 14 anos";310;271;581
"De 15 a 19 anos";305;265;570
"De 20 a 24 anos";255;205;460
"De 25 a 29 anos";208;191;399
"De 30 a 34 anos";184;173;357
"De 35 a 39 anos";158;145;303
"De 40 a 44 anos";137;117;254
"De 45 a 49 anos";132;109;241
"De 50 a 54 anos";112;94;206
"De 55 a 59 anos";77;82;159
"De 60 a 64 anos";70;70;140
"De 65 a 69 anos";74;54;128
"De 70 a 74 anos";63;47;110
"De 75 a 79 anos";37;35;72
"De 80 anos ou mais";32;32;64
"Total";2702;2421;5123
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

