 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312770 Governador Valadares
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";11604;11264;22868
"De 5 a 9 anos";12098;12077;24175
"De 10 a 14 anos";11980;12108;24088
"De 15 a 19 anos";12877;13005;25882
"De 20 a 24 anos";12290;12862;25152
"De 25 a 29 anos";10325;11418;21743
"De 30 a 34 anos";9020;10412;19432
"De 35 a 39 anos";8910;10195;19105
"De 40 a 44 anos";8009;9161;17170
"De 45 a 49 anos";6583;7684;14267
"De 50 a 54 anos";5290;6301;11591
"De 55 a 59 anos";4128;5081;9209
"De 60 a 64 anos";3316;4195;7511
"De 65 a 69 anos";2777;3515;6292
"De 70 a 74 anos";2029;2553;4582
"De 75 a 79 anos";1353;1827;3180
"De 80 anos ou mais";1018;1630;2648
"Total";123607;135288;258895
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

