 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 352580 Júlio Mesquita
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";157;150;307
"De 5 a 9 anos";157;148;305
"De 10 a 14 anos";145;122;267
"De 15 a 19 anos";169;171;340
"De 20 a 24 anos";180;181;361
"De 25 a 29 anos";202;209;411
"De 30 a 34 anos";187;195;382
"De 35 a 39 anos";203;175;378
"De 40 a 44 anos";174;168;342
"De 45 a 49 anos";157;155;312
"De 50 a 54 anos";163;174;337
"De 55 a 59 anos";118;137;255
"De 60 a 64 anos";102;122;224
"De 65 a 69 anos";87;93;180
"De 70 a 74 anos";88;79;167
"De 75 a 79 anos";44;51;95
"De 80 anos ou mais";66;71;137
"Total";2399;2401;4800
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

