 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210596 Lagoa Grande do Maranhão
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";795;702;1497
"De 5 a 9 anos";901;797;1698
"De 10 a 14 anos";851;788;1639
"De 15 a 19 anos";851;687;1538
"De 20 a 24 anos";648;577;1225
"De 25 a 29 anos";531;509;1040
"De 30 a 34 anos";422;424;846
"De 35 a 39 anos";361;346;707
"De 40 a 44 anos";315;325;640
"De 45 a 49 anos";275;259;534
"De 50 a 54 anos";245;216;461
"De 55 a 59 anos";199;173;372
"De 60 a 64 anos";175;123;298
"De 65 a 69 anos";110;115;225
"De 70 a 74 anos";83;75;158
"De 75 a 79 anos";46;48;94
"De 80 anos ou mais";68;45;113
"Total";6876;6209;13085
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

