 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150085 Anapu
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1061;1016;2077
"De 5 a 9 anos";978;873;1851
"De 10 a 14 anos";943;887;1830
"De 15 a 19 anos";870;851;1721
"De 20 a 24 anos";725;707;1432
"De 25 a 29 anos";655;529;1184
"De 30 a 34 anos";474;408;882
"De 35 a 39 anos";432;353;785
"De 40 a 44 anos";349;276;625
"De 45 a 49 anos";316;245;561
"De 50 a 54 anos";278;186;464
"De 55 a 59 anos";198;128;326
"De 60 a 64 anos";159;95;254
"De 65 a 69 anos";121;74;195
"De 70 a 74 anos";70;40;110
"De 75 a 79 anos";31;19;50
"De 80 anos ou mais";19;14;33
"Total";7679;6701;14380
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

