 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230400 Coreaú
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";939;917;1856
"De 5 a 9 anos";1187;1174;2361
"De 10 a 14 anos";1309;1299;2608
"De 15 a 19 anos";1255;1182;2437
"De 20 a 24 anos";1065;1030;2095
"De 25 a 29 anos";803;805;1608
"De 30 a 34 anos";736;723;1459
"De 35 a 39 anos";706;657;1363
"De 40 a 44 anos";610;621;1231
"De 45 a 49 anos";510;529;1039
"De 50 a 54 anos";377;465;842
"De 55 a 59 anos";376;443;819
"De 60 a 64 anos";328;363;691
"De 65 a 69 anos";248;279;527
"De 70 a 74 anos";210;228;438
"De 75 a 79 anos";150;156;306
"De 80 anos ou mais";190;188;378
"Total";10999;11059;22058
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

