 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 353325 Novais
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";258;246;504
"De 5 a 9 anos";248;234;482
"De 10 a 14 anos";270;219;489
"De 15 a 19 anos";280;212;492
"De 20 a 24 anos";304;221;525
"De 25 a 29 anos";352;254;606
"De 30 a 34 anos";340;231;571
"De 35 a 39 anos";270;180;450
"De 40 a 44 anos";212;156;368
"De 45 a 49 anos";155;128;283
"De 50 a 54 anos";133;100;233
"De 55 a 59 anos";105;82;187
"De 60 a 64 anos";70;64;134
"De 65 a 69 anos";54;62;116
"De 70 a 74 anos";47;54;101
"De 75 a 79 anos";32;38;70
"De 80 anos ou mais";48;53;101
"Total";3178;2534;5712
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

