 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 420960 Lauro Muller
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";534;509;1043
"De 5 a 9 anos";505;492;997
"De 10 a 14 anos";478;502;980
"De 15 a 19 anos";502;507;1009
"De 20 a 24 anos";554;476;1030
"De 25 a 29 anos";630;624;1254
"De 30 a 34 anos";677;710;1387
"De 35 a 39 anos";653;583;1236
"De 40 a 44 anos";506;486;992
"De 45 a 49 anos";509;504;1013
"De 50 a 54 anos";503;498;1001
"De 55 a 59 anos";520;521;1041
"De 60 a 64 anos";377;346;723
"De 65 a 69 anos";273;292;565
"De 70 a 74 anos";174;244;418
"De 75 a 79 anos";127;164;291
"De 80 anos ou mais";133;200;333
"Total";7655;7658;15313
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

