 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 311890 Cordisburgo
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";235;224;459
"De 5 a 9 anos";230;234;464
"De 10 a 14 anos";260;245;505
"De 15 a 19 anos";299;268;567
"De 20 a 24 anos";363;310;673
"De 25 a 29 anos";395;326;721
"De 30 a 34 anos";373;317;690
"De 35 a 39 anos";356;311;667
"De 40 a 44 anos";330;298;628
"De 45 a 49 anos";319;308;627
"De 50 a 54 anos";319;285;604
"De 55 a 59 anos";297;255;552
"De 60 a 64 anos";251;249;500
"De 65 a 69 anos";197;194;391
"De 70 a 74 anos";150;153;303
"De 75 a 79 anos";111;128;239
"De 80 anos ou mais";129;157;286
"Total";4614;4262;8876
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

