 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 290500 Caculé
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";679;648;1327
"De 5 a 9 anos";727;675;1402
"De 10 a 14 anos";821;783;1604
"De 15 a 19 anos";920;897;1817
"De 20 a 24 anos";988;904;1892
"De 25 a 29 anos";960;908;1868
"De 30 a 34 anos";938;969;1907
"De 35 a 39 anos";920;954;1874
"De 40 a 44 anos";805;787;1592
"De 45 a 49 anos";736;735;1471
"De 50 a 54 anos";677;706;1383
"De 55 a 59 anos";600;564;1164
"De 60 a 64 anos";479;490;969
"De 65 a 69 anos";407;432;839
"De 70 a 74 anos";344;371;715
"De 75 a 79 anos";239;288;527
"De 80 anos ou mais";280;414;694
"Total";11520;11525;23045
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

