 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230410 Crateús
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2677;2561;5238
"De 5 a 9 anos";2920;2794;5714
"De 10 a 14 anos";3092;2964;6056
"De 15 a 19 anos";3396;3259;6655
"De 20 a 24 anos";3270;3219;6489
"De 25 a 29 anos";2845;2979;5824
"De 30 a 34 anos";2686;2791;5477
"De 35 a 39 anos";2554;2748;5302
"De 40 a 44 anos";2275;2512;4787
"De 45 a 49 anos";2252;2458;4710
"De 50 a 54 anos";1975;2179;4154
"De 55 a 59 anos";1549;1879;3428
"De 60 a 64 anos";1275;1556;2831
"De 65 a 69 anos";1151;1382;2533
"De 70 a 74 anos";932;1030;1962
"De 75 a 79 anos";687;853;1540
"De 80 anos ou mais";848;1082;1930
"Total";36384;38246;74630
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

