 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 355475 Trabiju
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";67;64;131
"De 5 a 9 anos";63;65;128
"De 10 a 14 anos";59;57;116
"De 15 a 19 anos";61;64;125
"De 20 a 24 anos";63;78;141
"De 25 a 29 anos";68;65;133
"De 30 a 34 anos";68;68;136
"De 35 a 39 anos";59;64;123
"De 40 a 44 anos";55;56;111
"De 45 a 49 anos";54;59;113
"De 50 a 54 anos";52;52;104
"De 55 a 59 anos";43;38;81
"De 60 a 64 anos";37;47;84
"De 65 a 69 anos";27;35;62
"De 70 a 74 anos";22;24;46
"De 75 a 79 anos";17;18;35
"De 80 anos ou mais";19;21;40
"Total";834;875;1709
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

