 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 311500 Cascalho Rico
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";122;112;234
"De 5 a 9 anos";121;110;231
"De 10 a 14 anos";116;112;228
"De 15 a 19 anos";119;104;223
"De 20 a 24 anos";127;103;230
"De 25 a 29 anos";124;110;234
"De 30 a 34 anos";119;105;224
"De 35 a 39 anos";111;99;210
"De 40 a 44 anos";101;89;190
"De 45 a 49 anos";77;68;145
"De 50 a 54 anos";71;61;132
"De 55 a 59 anos";79;59;138
"De 60 a 64 anos";65;58;123
"De 65 a 69 anos";55;43;98
"De 70 a 74 anos";35;26;61
"De 75 a 79 anos";19;18;37
"De 80 anos ou mais";15;15;30
"Total";1476;1292;2768
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

