 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 260080 Altinho
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1133;1013;2146
"De 5 a 9 anos";1208;1096;2304
"De 10 a 14 anos";1201;1146;2347
"De 15 a 19 anos";1216;1162;2378
"De 20 a 24 anos";1020;947;1967
"De 25 a 29 anos";794;769;1563
"De 30 a 34 anos";707;736;1443
"De 35 a 39 anos";679;664;1343
"De 40 a 44 anos";571;583;1154
"De 45 a 49 anos";465;522;987
"De 50 a 54 anos";427;506;933
"De 55 a 59 anos";421;481;902
"De 60 a 64 anos";414;475;889
"De 65 a 69 anos";349;401;750
"De 70 a 74 anos";271;339;610
"De 75 a 79 anos";258;280;538
"De 80 anos ou mais";214;261;475
"Total";11348;11381;22729
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

