 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 522119 Terezópolis de Goiás
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";292;281;573
"De 5 a 9 anos";333;284;617
"De 10 a 14 anos";333;292;625
"De 15 a 19 anos";286;295;581
"De 20 a 24 anos";298;267;565
"De 25 a 29 anos";294;308;602
"De 30 a 34 anos";286;277;563
"De 35 a 39 anos";248;249;497
"De 40 a 44 anos";217;220;437
"De 45 a 49 anos";169;165;334
"De 50 a 54 anos";136;132;268
"De 55 a 59 anos";106;112;218
"De 60 a 64 anos";91;95;186
"De 65 a 69 anos";66;77;143
"De 70 a 74 anos";46;46;92
"De 75 a 79 anos";28;26;54
"De 80 anos ou mais";29;24;53
"Total";3258;3150;6408
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

