 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312680 Frei Gaspar
Período:2009
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";268;250;518
"De 5 a 9 anos";304;286;590
"De 10 a 14 anos";297;313;610
"De 15 a 19 anos";288;300;588
"De 20 a 24 anos";252;251;503
"De 25 a 29 anos";230;212;442
"De 30 a 34 anos";218;178;396
"De 35 a 39 anos";180;167;347
"De 40 a 44 anos";199;178;377
"De 45 a 49 anos";180;160;340
"De 50 a 54 anos";126;142;268
"De 55 a 59 anos";113;124;237
"De 60 a 64 anos";90;94;184
"De 65 a 69 anos";88;92;180
"De 70 a 74 anos";77;74;151
"De 75 a 79 anos";57;71;128
"De 80 anos ou mais";61;79;140
"Total";3028;2971;5999
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

